"rules","support","confidence","coverage","lift","count"
"114","{citrus.fruit=specialty bar,semi.finished.bread=} => {ready.soups=}",0.00274599542334096,1,0.00274599542334096,1.86138493367409,42
"115","{citrus.fruit=specialty bar,margarine=} => {ready.soups=}",0.00346518470088264,1,0.00346518470088264,1.86138493367409,53
"116","{citrus.fruit=specialty bar,ready.soups=} => {margarine=}",0.00346518470088264,0.868852459016393,0.00398823144818568,2.17319678833291,53
"117","{citrus.fruit=candy,semi.finished.bread=} => {margarine=}",0.00281137626675384,1,0.00281137626675384,2.50122649223222,43
"118","{citrus.fruit=candy,semi.finished.bread=} => {ready.soups=}",0.00281137626675384,1,0.00281137626675384,1.86138493367409,43
"119","{citrus.fruit=candy,margarine=} => {ready.soups=}",0.00379208891794704,1,0.00379208891794704,1.86138493367409,58
"120","{citrus.fruit=candy,ready.soups=} => {margarine=}",0.00379208891794704,0.90625,0.00418437397842432,2.26673650858545,58
"121","{semi.finished.bread=candy,margarine=} => {ready.soups=}",0.00333442301405688,1,0.00333442301405688,1.86138493367409,51
"122","{semi.finished.bread=hygiene articles,margarine=} => {ready.soups=}",0.0022883295194508,1,0.0022883295194508,1.86138493367409,35
"123","{citrus.fruit=oil,margarine=} => {ready.soups=}",0.00209218698921216,1,0.00209218698921216,1.86138493367409,32
"124","{citrus.fruit=specialty chocolate,semi.finished.bread=} => {margarine=}",0.00281137626675384,1,0.00281137626675384,2.50122649223222,43
"125","{citrus.fruit=specialty chocolate,semi.finished.bread=} => {ready.soups=}",0.00281137626675384,1,0.00281137626675384,1.86138493367409,43
"126","{citrus.fruit=specialty chocolate,margarine=} => {ready.soups=}",0.00405361229159856,1,0.00405361229159856,1.86138493367409,62
"127","{citrus.fruit=specialty chocolate,ready.soups=} => {margarine=}",0.00405361229159856,0.939393939393939,0.00431513566525008,2.34963700785451,62
"128","{citrus.fruit=misc. beverages,semi.finished.bread=} => {margarine=}",0.00248447204968944,1,0.00248447204968944,2.50122649223222,38
"129","{citrus.fruit=misc. beverages,semi.finished.bread=} => {ready.soups=}",0.00248447204968944,1,0.00248447204968944,1.86138493367409,38
"130","{citrus.fruit=misc. beverages,margarine=} => {ready.soups=}",0.00372670807453416,1,0.00372670807453416,1.86138493367409,57
"131","{citrus.fruit=misc. beverages,ready.soups=} => {margarine=}",0.00372670807453416,0.780821917808219,0.00477280156914024,1.95301246653748,57
"132","{citrus.fruit=sugar,margarine=} => {ready.soups=}",0.00268061457992808,1,0.00268061457992808,1.86138493367409,41
"133","{citrus.fruit=long life bakery product,semi.finished.bread=} => {margarine=}",0.00235371036286368,1,0.00235371036286368,2.50122649223222,36
"134","{citrus.fruit=long life bakery product,semi.finished.bread=} => {ready.soups=}",0.00235371036286368,1,0.00235371036286368,1.86138493367409,36
"135","{citrus.fruit=long life bakery product,margarine=} => {ready.soups=}",0.00418437397842432,1,0.00418437397842432,1.86138493367409,64
"136","{citrus.fruit=long life bakery product,ready.soups=} => {margarine=}",0.00418437397842432,0.842105263157895,0.00496894409937888,2.10629599345871,64
"137","{citrus.fruit=frozen meals,margarine=} => {ready.soups=}",0.0022883295194508,1,0.0022883295194508,1.86138493367409,35
"138","{semi.finished.bread=specialty bar,margarine=} => {ready.soups=}",0.00379208891794704,1,0.00379208891794704,1.86138493367409,58
"139","{citrus.fruit=hygiene articles,semi.finished.bread=} => {margarine=}",0.003269042170644,1,0.003269042170644,2.50122649223222,50
"140","{citrus.fruit=hygiene articles,semi.finished.bread=} => {ready.soups=}",0.003269042170644,1,0.003269042170644,1.86138493367409,50
"141","{citrus.fruit=hygiene articles,margarine=} => {ready.soups=}",0.0052304674730304,1,0.0052304674730304,1.86138493367409,80
"142","{citrus.fruit=hygiene articles,ready.soups=} => {margarine=}",0.0052304674730304,0.888888888888889,0.0058842759071592,2.22331243753975,80
"143","{semi.finished.bread=misc. beverages,margarine=} => {ready.soups=}",0.00209218698921216,1,0.00209218698921216,1.86138493367409,32
"144","{semi.finished.bread=salty snack,margarine=} => {ready.soups=}",0.00202680614579928,1,0.00202680614579928,1.86138493367409,31
"145","{semi.finished.bread=specialty chocolate,margarine=} => {ready.soups=}",0.00346518470088264,1,0.00346518470088264,1.86138493367409,53
"146","{citrus.fruit=UHT-milk,margarine=} => {ready.soups=}",0.00215756783262504,1,0.00215756783262504,1.86138493367409,33
"147","{citrus.fruit=waffles,semi.finished.bread=} => {margarine=}",0.0029421379535796,1,0.0029421379535796,2.50122649223222,45
"148","{citrus.fruit=waffles,semi.finished.bread=} => {ready.soups=}",0.0029421379535796,1,0.0029421379535796,1.86138493367409,45
"149","{citrus.fruit=waffles,margarine=} => {ready.soups=}",0.00496894409937888,1,0.00496894409937888,1.86138493367409,76
"150","{citrus.fruit=waffles,ready.soups=} => {margarine=}",0.00496894409937888,0.808510638297872,0.00614579928081072,2.02226822776222,76
"151","{citrus.fruit=beverages,margarine=} => {ready.soups=}",0.00353056554429552,1,0.00353056554429552,1.86138493367409,54
"152","{citrus.fruit=beverages,ready.soups=} => {margarine=}",0.00353056554429552,0.771428571428571,0.0045766590389016,1.929517579722,54
"153","{semi.finished.bread=other vegetables,ready.soups=butter} => {margarine=whole milk}",0.00215756783262504,0.970588235294118,0.00222294867603792,26.6519695849615,33
"154","{semi.finished.bread=long life bakery product,margarine=} => {ready.soups=}",0.0026152337365152,1,0.0026152337365152,1.86138493367409,40
"155","{citrus.fruit=ice cream,semi.finished.bread=} => {margarine=}",0.00222294867603792,1,0.00222294867603792,2.50122649223222,34
"156","{citrus.fruit=ice cream,semi.finished.bread=} => {ready.soups=}",0.00222294867603792,1,0.00222294867603792,1.86138493367409,34
"157","{citrus.fruit=ice cream,margarine=} => {ready.soups=}",0.00372670807453416,1,0.00372670807453416,1.86138493367409,57
"158","{citrus.fruit=ice cream,ready.soups=} => {margarine=}",0.00372670807453416,0.76,0.004903563255966,1.90093213409648,57
"159","{citrus.fruit=salty snack,semi.finished.bread=} => {margarine=}",0.003269042170644,1,0.003269042170644,2.50122649223222,50
"160","{citrus.fruit=salty snack,semi.finished.bread=} => {ready.soups=}",0.003269042170644,1,0.003269042170644,1.86138493367409,50
"161","{citrus.fruit=salty snack,margarine=} => {ready.soups=}",0.0055573716900948,1,0.0055573716900948,1.86138493367409,85
"162","{citrus.fruit=salty snack,ready.soups=} => {margarine=}",0.0055573716900948,0.876288659793814,0.00634194181104936,2.19179641071895,85
"163","{semi.finished.bread=napkins,margarine=} => {ready.soups=}",0.00509970578620464,1,0.00509970578620464,1.86138493367409,78
"164","{citrus.fruit=frozen vegetables,margarine=} => {ready.soups=}",0.0026152337365152,1,0.0026152337365152,1.86138493367409,40
"165","{semi.finished.bread=chocolate,margarine=} => {ready.soups=}",0.00339980385746976,1,0.00339980385746976,1.86138493367409,52
"166","{citrus.fruit=chocolate,semi.finished.bread=} => {margarine=}",0.00405361229159856,1,0.00405361229159856,2.50122649223222,62
"167","{citrus.fruit=chocolate,semi.finished.bread=} => {ready.soups=}",0.00405361229159856,1,0.00405361229159856,1.86138493367409,62
"168","{citrus.fruit=chocolate,margarine=} => {ready.soups=}",0.0071918927754168,1,0.0071918927754168,1.86138493367409,110
"169","{citrus.fruit=chocolate,ready.soups=} => {margarine=}",0.0071918927754168,0.873015873015873,0.00823798627002288,2.18361042972654,110
"170","{citrus.fruit=napkins,semi.finished.bread=} => {margarine=}",0.0052304674730304,1,0.0052304674730304,2.50122649223222,80
"171","{citrus.fruit=napkins,semi.finished.bread=} => {ready.soups=}",0.0052304674730304,1,0.0052304674730304,1.86138493367409,80
"172","{citrus.fruit=napkins,margarine=} => {ready.soups=}",0.00817260542661,1,0.00817260542661,1.86138493367409,125
"173","{citrus.fruit=napkins,ready.soups=} => {margarine=}",0.00817260542661,0.93984962406015,0.00869565217391304,2.35077677841374,125
"174","{semi.finished.bread=coffee,margarine=} => {ready.soups=}",0.00307289964040536,1,0.00307289964040536,1.86138493367409,47
"175","{citrus.fruit=citrus fruit,margarine=pip fruit} => {semi.finished.bread=tropical fruit}",0.00202680614579928,1,0.00202680614579928,42.6044568245125,31
"176","{citrus.fruit=margarine,margarine=} => {ready.soups=}",0.0039228506047728,1,0.0039228506047728,1.86138493367409,60
"177","{citrus.fruit=curd,margarine=} => {ready.soups=}",0.00215756783262504,1,0.00215756783262504,1.86138493367409,33
"178","{citrus.fruit=brown bread,margarine=} => {ready.soups=}",0.0039228506047728,1,0.0039228506047728,1.86138493367409,60
"179","{citrus.fruit=soda,semi.finished.bread=canned beer} => {ready.soups=}",0.00215756783262504,0.868421052631579,0.00248447204968944,1.61646586345382,33
"180","{semi.finished.bread=canned beer,margarine=} => {ready.soups=}",0.00594965675057208,1,0.00594965675057208,1.86138493367409,91
"181","{citrus.fruit=coffee,semi.finished.bread=} => {margarine=}",0.00385746976135992,1,0.00385746976135992,2.50122649223222,59
"182","{citrus.fruit=coffee,semi.finished.bread=} => {ready.soups=}",0.00385746976135992,1,0.00385746976135992,1.86138493367409,59
"183","{citrus.fruit=coffee,margarine=} => {ready.soups=}",0.00693036940176528,1,0.00693036940176528,1.86138493367409,106
"184","{citrus.fruit=coffee,ready.soups=} => {margarine=}",0.00693036940176528,0.768115942028985,0.00902255639097744,1.9212319433088,106
"185","{citrus.fruit=domestic eggs,margarine=} => {ready.soups=}",0.00281137626675384,1,0.00281137626675384,1.86138493367409,43
"186","{citrus.fruit=fruit/vegetable juice,semi.finished.bread=} => {margarine=}",0.00307289964040536,1,0.00307289964040536,2.50122649223222,47
"187","{citrus.fruit=fruit/vegetable juice,semi.finished.bread=} => {ready.soups=}",0.00307289964040536,1,0.00307289964040536,1.86138493367409,47
"188","{citrus.fruit=fruit/vegetable juice,margarine=} => {ready.soups=}",0.00712651193200392,1,0.00712651193200392,1.86138493367409,109
"189","{citrus.fruit=whipped/sour cream,margarine=} => {ready.soups=}",0.00372670807453416,1,0.00372670807453416,1.86138493367409,57
"190","{semi.finished.bread=fruit/vegetable juice,margarine=} => {ready.soups=}",0.00438051650866296,1,0.00438051650866296,1.86138493367409,67
"191","{semi.finished.bread=brown bread,margarine=} => {ready.soups=}",0.00300751879699248,1,0.00300751879699248,1.86138493367409,46
"192","{semi.finished.bread=newspapers,margarine=} => {ready.soups=}",0.0115724092840798,1,0.0115724092840798,1.86138493367409,177
"193","{semi.finished.bread=newspapers,ready.soups=} => {margarine=}",0.0115724092840798,0.893939393939394,0.0129454069957502,2.23594489457122,177
"194","{semi.finished.bread=bottled beer,margarine=} => {ready.soups=}",0.00614579928081072,1,0.00614579928081072,1.86138493367409,94
"195","{citrus.fruit=newspapers,semi.finished.bread=} => {margarine=}",0.0120300751879699,1,0.0120300751879699,2.50122649223222,184
"196","{citrus.fruit=newspapers,margarine=} => {semi.finished.bread=}",0.0120300751879699,0.893203883495146,0.0134684537430533,3.92010140546865,184
"197","{citrus.fruit=newspapers,semi.finished.bread=} => {ready.soups=}",0.0120300751879699,1,0.0120300751879699,1.86138493367409,184
"198","{citrus.fruit=newspapers,ready.soups=} => {semi.finished.bread=}",0.0120300751879699,0.893203883495146,0.0134684537430533,3.92010140546865,184
"199","{citrus.fruit=newspapers,margarine=} => {ready.soups=}",0.0134684537430533,1,0.0134684537430533,1.86138493367409,206
"200","{citrus.fruit=newspapers,ready.soups=} => {margarine=}",0.0134684537430533,1,0.0134684537430533,2.50122649223222,206
"201","{semi.finished.bread=shopping bags,margarine=} => {ready.soups=}",0.0149722131415495,1,0.0149722131415495,1.86138493367409,229
"202","{semi.finished.bread=shopping bags,ready.soups=} => {margarine=}",0.0149722131415495,1,0.0149722131415495,2.50122649223222,229
"203","{semi.finished.bread=pastry,margarine=} => {ready.soups=}",0.0035959463877084,1,0.0035959463877084,1.86138493367409,55
"204","{citrus.fruit=pastry,semi.finished.bread=soda} => {ready.soups=}",0.00235371036286368,0.8,0.0029421379535796,1.48910794693927,36
"205","{citrus.fruit=pastry,semi.finished.bread=} => {margarine=}",0.00333442301405688,1,0.00333442301405688,2.50122649223222,51
"206","{citrus.fruit=pastry,semi.finished.bread=} => {ready.soups=}",0.00333442301405688,1,0.00333442301405688,1.86138493367409,51
"207","{citrus.fruit=pastry,margarine=} => {ready.soups=}",0.00823798627002288,1,0.00823798627002288,1.86138493367409,126
"208","{citrus.fruit=shopping bags,semi.finished.bread=} => {margarine=}",0.0176528277214776,1,0.0176528277214776,2.50122649223222,270
"209","{citrus.fruit=shopping bags,margarine=} => {semi.finished.bread=}",0.0176528277214776,1,0.0176528277214776,4.38880918220947,270
"210","{citrus.fruit=shopping bags,semi.finished.bread=} => {ready.soups=}",0.0176528277214776,1,0.0176528277214776,1.86138493367409,270
"211","{citrus.fruit=shopping bags,ready.soups=} => {semi.finished.bread=}",0.0176528277214776,1,0.0176528277214776,4.38880918220947,270
"212","{citrus.fruit=shopping bags,margarine=} => {ready.soups=}",0.0176528277214776,1,0.0176528277214776,1.86138493367409,270
"213","{citrus.fruit=shopping bags,ready.soups=} => {margarine=}",0.0176528277214776,1,0.0176528277214776,2.50122649223222,270
"214","{semi.finished.bread=bottled water,margarine=} => {ready.soups=}",0.00398823144818568,1,0.00398823144818568,1.86138493367409,61
"215","{citrus.fruit=pip fruit,margarine=} => {ready.soups=}",0.00451127819548872,1,0.00451127819548872,1.86138493367409,69
"216","{citrus.fruit=bottled beer,semi.finished.bread=} => {margarine=}",0.0109839816933638,1,0.0109839816933638,2.50122649223222,168
"217","{citrus.fruit=bottled beer,semi.finished.bread=} => {ready.soups=}",0.0109839816933638,1,0.0109839816933638,1.86138493367409,168
"218","{citrus.fruit=bottled beer,margarine=} => {ready.soups=}",0.0159529257927427,1,0.0159529257927427,1.86138493367409,244
